"movieid","titre","summary","certificat","duration","poster","directors","writers","stars"
40,Pleure ô pays bien-aimé,"A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",Tous publics,"1h 46m",https://m.media-amazon.com/images/M/MV5BMTIwOTkyMTc3Ml5BMl5BanBnXkFtZTcwMzI5MjYxMQ@@._V1_FMjpg_UX262_.jpg,Darrell Roodt,Ronald Harwood|Alan Paton,Richard Harris|James Earl Jones|Vusi Kunene
5384,Je veux vivre!,"A prostitute, sentenced to death for murder, pleads her innocence.",Approved,"2h",https://m.media-amazon.com/images/M/MV5BOWNhYjVlYjAtNTg2MS00NGZiLWFjYzAtNzFiMjUxOGMyOTVmXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_FMjpg_UY720_.jpg,Robert Wise,Nelson Gidding|Don Mankiewicz|Ed Montgomery,Susan Hayward|Simon Oakland|Virginia Vincent
60365,Frosty the Snowman,A living snowman and a little girl struggle to elude a greedy magician who is after the snowman's magic hat.,TV-G,"25m",https://m.media-amazon.com/images/M/MV5BMTcwYTY5OGItNmEzZC00ZGJjLWE5YzQtNjMxY2Q0ZmE3NjZkXkEyXkFqcGdeQXVyNzAyNzI4Njc@._V1_FMjpg_UX554_.jpg,Jules Bass|Arthur Rankin Jr.,Romeo Muller,Jackie Vernon|Billy De Wolfe|Jimmy Durante
114935,Prédestination,"As his last assignment, a temporal agent is tasked to travel back in time and prevent a bomb attack in New York in 1975. The hunt, however, turns out to be beyond the bounds of possibility.","12","1h 37m",https://m.media-amazon.com/images/M/MV5BY2NhNTc1OWYtODY0Zi00YjU1LTljNGItNTAzZjY5MjJlNDdmXkEyXkFqcGdeQXVyMTU0NTE4MTkz._V1_FMjpg_UX979_.jpg,Michael Spierig|Peter Spierig,Michael Spierig|Peter Spierig|Robert A. Heinlein,Ethan Hawke|Sarah Snook|Noah Taylor
150696,Demain,"The world's climate is changing. Instead of showing the worst that can happen, this documentary focuses on the people suggesting solutions and their actions.",Tous publics,"1h 58m",https://m.media-amazon.com/images/M/MV5BYmVmODk4MTAtMzcyYy00MWJiLTkzYWQtZmI3YmMzNWI0OTAyXkEyXkFqcGdeQXVyNDU3MjIxNzA@._V1_FMjpg_UX950_.jpg,Cyril Dion|Mélanie Laurent,Cyril Dion,Anthony Barnosky|Olivier De Schutter|Cyril Dion
193587,Bungou Stray Dogs: Dead Apple,The Armed Detective Agency investigates a bizarre series of suicides involving an eerie mist.,TV-14,"1h 32m",https://m.media-amazon.com/images/M/MV5BZWNmODg0OWMtNjAxZi00ZTdmLTllYmUtNWIwMjg5YTVkNjY2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX307_.jpg,Takuya Igarashi,Kafka Asagiri|Sango Harukawa|Yôji Enokido,Brian Beacock|Ray Chase|Lucien Dodge
7179,Les Hauts de Hurlevent,A man becomes obsessed with vengeance when his soul mate marries another man.,PG,"1h 45m",https://m.media-amazon.com/images/M/MV5BY2E0NDc2MDItYWZiZC00ODg1LTg1ODUtZWZiYmMyOTAyNGFlXkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_FMjpg_UX941_.jpg,Peter Kosminsky,Emily Brontë|Anne Devlin,Juliette Binoche|Ralph Fiennes|Janet McTeer
6375,Gigantic (A Tale of Two Johns),Documentary about the music group They Might Be Giants.,"2002","1h 42m",https://m.media-amazon.com/images/M/MV5BMTIyNjIwNjE2Nl5BMl5BanBnXkFtZTcwOTc3MjQyMQ@@._V1_FMjpg_UX336_.jpg,AJ Schnack,"",John Flansburgh|John Linnell|Gina Arnold
587,Ghost,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",Tous publics,"2h 7m",https://m.media-amazon.com/images/M/MV5BNzllOTBlYWUtY2JmOC00ZWI2LTlhMjQtOTZlOGQyNmU2MDBjXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX887_.jpg,Jerry Zucker,Bruce Joel Rubin,Patrick Swayze|Demi Moore|Whoopi Goldberg
4037,Engrenages,"A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men.",Tous publics,"1h 42m",https://m.media-amazon.com/images/M/MV5BMmZiYjEzNWQtZTg1Yi00NWYyLTk5YTMtZmYxNDFhMTFlMjdjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX800_.jpg,David Mamet,David Mamet|Jonathan Katz,Lindsay Crouse|Joe Mantegna|Mike Nussbaum
141844,Les douze heures,Two gentlemen of fortune from the times of Imperial Russia are looking for an uncountable treasure at the dawn of the Soviet Union age.,PG-13,"2h 33m",https://m.media-amazon.com/images/M/MV5BODVmZDg1NTQtNDQ3Ny00YWU2LTkzN2MtNjA0ZWE2MzhjYzA0XkEyXkFqcGdeQXVyMjQ0MzY3ODc@._V1_FMjpg_UX1000_.jpg,Leonid Gaidai,Ilya Ilf|Yevgeni Petrov|Vladlen Bakhnov,Archil Gomiashvili|Sergey Filippov|Mikhail Pugovkin
527,La Liste de Schindler,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Tous publics,"3h 15m",https://m.media-amazon.com/images/M/MV5BYzJmYWQxMzQtNGU1Mi00YzhlLWI0ZjUtNGYwN2RiNGRkMGIwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX720_.jpg,Steven Spielberg,Thomas Keneally|Steven Zaillian,Liam Neeson|Ralph Fiennes|Ben Kingsley
6385,Paï : L'Élue d'un peuple nouveau,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",Tous publics,"1h 41m",https://m.media-amazon.com/images/M/MV5BOTM4OTFiYjMtZTFjZi00ZjY3LWI3YzAtYTYxODliZjYzZmE0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UY720_.jpg,Niki Caro,Niki Caro|Witi Ihimaera,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton
6857,Ninja Scroll,A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.,"16","1h 34m",https://m.media-amazon.com/images/M/MV5BNmEwYmQwOWYtOWE4Yy00ZWIxLTgwMGEtYTNiNDVlODcwYWVkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,Yoshiaki Kawajiri,Yoshiaki Kawajiri,Kôichi Yamadera|Emi Shinohara|Takeshi Aono
5969,"My Girl 2 - Copain, copine","Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more.",Tous publics,"1h 39m",https://m.media-amazon.com/images/M/MV5BYzY1NjhmOGQtYzg2NC00NDQ3LWEyM2EtYTM2MjM0YjcwZTJjXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_FMjpg_UX1015_.jpg,Howard Zieff,Laurice Elehwany|Janet Kovalcik,Dan Aykroyd|Jamie Lee Curtis|Anna Chlumsky
5358,Aux sources du Nil,The legendary true-story of Capt. Richard Francis Burton and Lt. John Hanning Speke's tumultuous expedition to find the source of the Nile river.,Tous publics,"2h 16m",https://m.media-amazon.com/images/M/MV5BMDEwMTVkNTktNzRmYy00NWMxLWEzNjEtZjMwNGM1MDM4MTFjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_FMjpg_UY720_.jpg,Bob Rafelson,William Harrison|Bob Rafelson,Patrick Bergin|Iain Glen|Richard E. Grant
808,Alaska,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",Tous publics,"1h 49m",https://m.media-amazon.com/images/M/MV5BMmI3ODMyOTktOGViOC00MDgzLTk3M2EtNjc0NTFkMThhMDgzXkEyXkFqcGdeQXVyMTI0MTAwMjEz._V1_FMjpg_UX545_.jpg,Fraser C. Heston,Andy Burg|Scott Myers,Thora Birch|Vincent Kartheiser|Dirk Benedict
3539,L'obscénité et la fureur - La véritable histoire des Sex Pistols,"A film about the career of the notorious punk rock band, the Sex Pistols.",Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BZDVjZGJjOTItYjE0ZS00NzI0LWE3ZjktZjFmYTBlOGVkM2Y1XkEyXkFqcGdeQXVyMTU1OTMyNDc5._V1_FMjpg_UX811_.jpg,Julien Temple,"",Paul Cook|Steve Jones|John Lydon
612,Le porteur de cercueil,"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",PG-13,"1h 38m",https://m.media-amazon.com/images/M/MV5BN2NkZDUyZmMtMmY4NS00NmM2LTgxY2YtNTVhNGU3ZTFjMmFiXkEyXkFqcGdeQXVyMjI0Mjg2NzE@._V1_FMjpg_UX500_.jpg,Matt Reeves,Jason Katims|Matt Reeves,David Schwimmer|Gwyneth Paltrow|Michael Rapaport
165959,Alyosha Popovich i Tugarin Zmey,"Alesha Popovich has to catch Tugarin Zmey and bring back the stolen money money with the help of a talking Horse (which talks all the time and has an opinion on everything), a wise granny, a donkey and a beauty Lyubava.",Not Rated,"1h 19m",https://m.media-amazon.com/images/M/MV5BM2NjN2U1YjQtZTk2ZC00OGI3LTk5YzktMzY5NmIyZjI2YTI3XkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_FMjpg_UX704_.jpg,Konstantin Bronzit,Aleksandr Boyarskiy|Konstantin Bronzit|Ilya Maksimov,Oleg Kulikovich|Liya Medvedeva|Dmitriy Vysotskiy
493,Menace to Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,"16","1h 37m",https://m.media-amazon.com/images/M/MV5BYTZmYmJhNzEtNjc4MS00YTFjLWJlOGItOGU0ODMxZmVjYjllXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._V1_FMjpg_UX337_.jpg,Albert Hughes|Allen Hughes,Allen Hughes|Albert Hughes|Tyger Williams,Tyrin Turner|Larenz Tate|June Kyoto Lu
26585,Le syndicat du crime,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.","12","1h 35m",https://m.media-amazon.com/images/M/MV5BZmUwNDUyNTItNGU0Ni00NTAxLWE4NzktODQ0YmQ4YjZkMjRiXkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_FMjpg_UX300_.jpg,John Woo,Hing-Ka Chan|Suk-Wah Leung|John Woo,Lung Ti|Leslie Cheung|Chow Yun-Fat
2516,Les Démons du maïs 3 : Les Moissons de la terreur,"Two brothers connected to the murderous children's cult of Gatlin, Nebraska are taken to Chicago by an adoptive couple.",R,"1h 32m",https://m.media-amazon.com/images/M/MV5BNDU1MTY1OWMtZmIyNC00NDU0LWE4YjAtZjIyMzE5MTFkY2U2XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_FMjpg_UX1000_.jpg,James D.R. Hickox,Dode B. Levenson|Stephen King|Matt Greenberg,Daniel Cerny|Ron Melendez|Jim Metzler
1204,Lawrence d'Arabie,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",Tous publics,"3h 38m",https://m.media-amazon.com/images/M/MV5BNGFjZmVlYTktZTg4My00OTMwLWJjMDgtNGJhNmMyNDM4ODRkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UY720_.jpg,David Lean,Robert Bolt|Michael Wilson,Peter O'Toole|Alec Guinness|Anthony Quinn
107338,Dampfnudelblues,"'Die, you pig!'. The words are emblazoned on the wall of school principal Höpfl's home for all the villagers to see. Soon after, this very man is found lying dead as a doornail on the train tracks. Franz Eberhofer, the local policeman in the sleepy Lower Bavarian province of Nied...","2013","1h 35m",https://m.media-amazon.com/images/M/MV5BMWM0MWJhZjItNTJlNS00OGE2LTkyOGMtZWI2ODA3MjJjOGIxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UY720_.jpg,Ed Herzog,Christian Zübert|Rita Falk,Sebastian Bezzel|Ilse Neubauer|Eisi Gulp
4093,Cop,"An obsessive, insubordinate homicide cop is convinced a serial killer is loose in the Hollywood area and disobeys orders in order to catch him.","12","1h 50m",https://m.media-amazon.com/images/M/MV5BMTAxYTQ1YzUtOWQ5NC00NDU4LTgyODMtZjAxNDcwZDY2N2E3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX1000_.jpg,James B. Harris,James Ellroy|James B. Harris,James Woods|Lesley Ann Warren|Charles Durning
96373,Broken,Three suburban English families' lives intertwine with tragic consequences.,Tous publics,"1h 31m",https://m.media-amazon.com/images/M/MV5BMTM3MjY3NjI0NF5BMl5BanBnXkFtZTcwMDQ3OTM3OA@@._V1_FMjpg_UX1280_.jpg,Rufus Norris,Daniel Clay|Mark O'Rowe,Charlie Booty|Lily James|Tim Roth
6371,Les héros Pokémon,Two thieves take control of an ancient weapon designed to defend the canal city of Altomare.,Tous publics,"1h 20m",https://m.media-amazon.com/images/M/MV5BMTJmYzdmYTItYTAxZi00MWM2LWFiZmMtZmE0OGMwNjY1ZDhjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_FMjpg_UX720_.jpg,Jim Malone|Kunihiko Yuyama,Satoshi Tajiri|Hideki Sonoda,Eric Stuart|Madeleine Blaustein|Rachael Lillis
32582,The Wild Parrots of Telegraph Hill,A homeless musician finds meaning to his life when he starts a friendship with dozens of parrots.,G,"1h 23m",https://m.media-amazon.com/images/M/MV5BMTQ2NDMzODI3Nl5BMl5BanBnXkFtZTYwMjgzMjc3._V1_FMjpg_UX450_.jpg,Judy Irving,"",Mark Bittner|Maggie McCall|Ivan Stormgart
114554,Le conte de la princesse Kaguya,"Kaguya is a beautiful young woman coveted by five nobles. To try to avoid marrying a stranger she doesn't love, she sends her suitors on seemingly impossible tasks. But she will have to face her fate and punishment for her choices.",Tous publics,"2h 17m",https://m.media-amazon.com/images/M/MV5BMTdlYzZjMzctMTRkYy00OTJhLWFhODAtNTA2OTIzMDBkNDhiXkEyXkFqcGdeQXVyMTg5NjUyNA@@._V1_FMjpg_UY720_.jpg,Isao Takahata,Isao Takahata|Riko Sakaguchi,Chloë Grace Moretz|James Caan|Mary Steenburgen
4813,Le choc des mondes,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home.",Tous publics,"1h 23m",https://m.media-amazon.com/images/M/MV5BNDE2MGEwZDMtNGU3OC00NTA5LWJkMmQtMTg0ODlkM2Y0YTFhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UY720_.jpg,Rudolph Maté,Sydney Boehm|Edwin Balmer|Philip Wylie,Richard Derr|Barbara Rush|Peter Hansen
4024,Chez les heureux du monde,A woman risks losing her chance of happiness with the only man she has ever loved.,Tous publics,"2h 15m",https://m.media-amazon.com/images/M/MV5BOTRhYTNlMDAtMjk2MS00ZDdlLWE1ZjktOTY2ZGNjNGRiNzZjXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_FMjpg_UX520_.jpg,Terence Davies,Edith Wharton|Terence Davies,Gillian Anderson|Dan Aykroyd|Eleanor Bron
27317,Audition,"A widower takes an offer to screen girls at a special audition, arranged for him by a friend to find him a new wife. The one he fancies is not who she appears to be after all.","16","1h 55m",https://m.media-amazon.com/images/M/MV5BZDNmNjUwNWMtY2FlYS00ZTZhLTg4ZTYtNmM1N2UyMjBmMjM5XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_FMjpg_UX1125_.jpg,Takashi Miike,Ryû Murakami|Daisuke Tengan,Ryo Ishibashi|Eihi Shiina|Tetsu Sawaki
2883,Mumford,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past.",R,"1h 52m",https://m.media-amazon.com/images/M/MV5BZTk0NjI1NmMtMmZlMi00NzY0LTk2MWQtNTY5MjUzMDFiMWE1XkEyXkFqcGdeQXVyMTQ5MTc3MDQ3._V1_FMjpg_UX1280_.jpg,Lawrence Kasdan,Lawrence Kasdan,Loren Dean|Hope Davis|Jason Lee
3728,Un faux mouvement,A small town police chief awaits the arrival of a gang of killers.,"12","1h 45m",https://m.media-amazon.com/images/M/MV5BNDE3OTM1ZWUtNDMxNy00OTg0LWIyM2QtNmUxNTVhNGFlNThkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX480_.jpg,Carl Franklin,Billy Bob Thornton|Tom Epperson,Bill Paxton|Billy Bob Thornton|Cynda Williams
82848,La maison démontable de Malec,"A newly wedded couple attempts to build a house with a prefabricated kit, unaware that a rival sabotaged the kit's component numbering.",TV-G,"25m",https://m.media-amazon.com/images/M/MV5BYjdhNzc0NTItMWRlYS00YmYzLTgyNjYtZTgzNDI3NzE3ZWVhXkEyXkFqcGdeQXVyMjQ5NzQ4NjM@._V1_FMjpg_UX1280_.jpg,Edward F. Cline|Buster Keaton,Edward F. Cline|Buster Keaton,Buster Keaton|Sybil Seely|Joe Roberts
118326,By the Gun,"Nick, a young Boston Italian, trying to find purpose in the ideology of the mafia and finding his world turned upside down.",R,"1h 50m",https://m.media-amazon.com/images/M/MV5BZGY4NDJlMDUtNTgxMC00ZmMzLWEyM2YtM2JhMzdjNWMzNmViXkEyXkFqcGdeQXVyMTA2ODkwNzM5._V1_FMjpg_UY720_.jpg,James Mottern,Emilio Mauro,Ben Barnes|Leighton Meester|George Carroll
1875,Clockwatchers,"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",PG-13,"1h 36m",https://m.media-amazon.com/images/M/MV5BYTA0MTE5MGUtMDdiYi00YmJiLWJkZTctNGQzYjJlMjZiY2VhXkEyXkFqcGdeQXVyNjA4NTIyOTE@._V1_FMjpg_UX1280_.jpg,Jill Sprecher,Jill Sprecher|Karen Sprecher,Toni Collette|Parker Posey|Lisa Kudrow
112940,Un homme très recherché,"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.",Tous publics,"2h 2m",https://m.media-amazon.com/images/M/MV5BZDg4ZWVjM2UtNTE4Mi00OTdlLWFjNGEtY2ZmNzQ5MzI3NmFhXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_FMjpg_UX1000_.jpg,Anton Corbijn,Andrew Bovell|John le Carré|Stephen Cornwell,Philip Seymour Hoffman|Rachel McAdams|Daniel Brühl
1352,Albino Alligator,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.","12","1h 34m",https://m.media-amazon.com/images/M/MV5BNGJlMGMwZmYtNTZlNC00YTdlLThkY2EtZjU3ODkxMmQ5ZTU1XkEyXkFqcGdeQXVyODg0OTM4NTc@._V1_FMjpg_UX450_.jpg,Kevin Spacey,Christian Forte,Matt Dillon|Faye Dunaway|Gary Sinise
145951,Bloodsport 4: The Dark Kumite,A police officer goes undercover to investigate the disappearance of inmates at a prison.,R,"1h 40m",https://m.media-amazon.com/images/M/MV5BMTQxNjg0OTI1MF5BMl5BanBnXkFtZTgwODE5MzgwMzE@._V1_FMjpg_UX333_.jpg,Elvis Restaino,George Saunders|Elvis Restaino,Daniel Bernhardt|Ivan Ivanov|Lisa Stothard
33164,La Maison de cire,A group of teens are unwittingly stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,"16","1h 53m",https://m.media-amazon.com/images/M/MV5BNDA4Nzg1NjQ2NV5BMl5BanBnXkFtZTcwMDYwNTgyMQ@@._V1_FMjpg_UX550_.jpg,Jaume Collet-Serra,Charles Belden|Chad Hayes|Carey W. Hayes,Chad Michael Murray|Paris Hilton|Elisha Cuthbert
133419,Pitch Perfect 2,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",Tous publics,"1h 55m",https://m.media-amazon.com/images/M/MV5BZGExMTc4ZDItMDhhNC00MjIzLTk1NmUtN2E3YmJmNWRhY2I2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX564_.jpg,Elizabeth Banks,Kay Cannon|Mickey Rapkin,Anna Kendrick|Rebel Wilson|Hailee Steinfeld
2561,Jugé coupable,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,Tous publics,"2h 7m",https://m.media-amazon.com/images/M/MV5BNGJiMGFkOTQtMzZhMS00ODQ4LWEyNWMtMTRmZDRlY2FmZWZkXkEyXkFqcGdeQXVyNjkwOTQ4MDE@._V1_FMjpg_UX791_.jpg,Clint Eastwood,Andrew Klavan|Larry Gross|Paul Brickman,Clint Eastwood|Isaiah Washington|LisaGay Hamilton
58839,Jeux de dupes,"In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under.",Tous publics,"1h 54m",https://m.media-amazon.com/images/M/MV5BMjU1OTEyMzQxNV5BMl5BanBnXkFtZTcwMDU3NTg1MQ@@._V1_FMjpg_UX509_.jpg,George Clooney,Duncan Brantley|Rick Reilly,George Clooney|Renée Zellweger|John Krasinski
1235,Harold et Maude,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",PG,"1h 31m",https://m.media-amazon.com/images/M/MV5BOTQ3ZTQwZjYtNzJkYy00OWNjLTg4MmMtNTg4ZTZiNjNhMjIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_FMjpg_UX1014_.jpg,Hal Ashby,Colin Higgins,Ruth Gordon|Bud Cort|Vivian Pickles
71823,"New York, I Love You","Eleven love stories set in one of the most loved and hated cities of the world, New York City.",R,"1h 43m",https://m.media-amazon.com/images/M/MV5BMTI3NDYxOTM4OF5BMl5BanBnXkFtZTcwOTEwNTI4Mg@@._V1_FMjpg_UY720_.jpg,Fatih Akin|Yvan Attal|Randall Balsmeyer,Hu Hong|Yao Meng|Israel Horovitz,Shia LaBeouf|Natalie Portman|Bradley Cooper
2120,Le Bazaar de l'épouvante,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.","12","2h 1m",https://m.media-amazon.com/images/M/MV5BZWJiNTc3ZmUtNzNjZS00NDg0LWJiY2EtODFhMDM3OTViZTBmXkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_FMjpg_UX1000_.jpg,Fraser C. Heston,Stephen King|W.D. Richter,Max von Sydow|Ed Harris|Bonnie Bedelia
25906,Femme aimée est toujours jolie,"Popular and beautiful Fanny Trellis is forced into a loveless marriage with an older man, Jewish banker Job Skeffington, in order to save her beloved brother Trippy from an embezzlement charge.",Tous publics,"2h 26m",https://m.media-amazon.com/images/M/MV5BNjlmNjEwMWItNzYyYi00MDhmLWE1NjMtYTJjZmMxMjdiMjk3XkEyXkFqcGdeQXVyOTg5NzIwMDU@._V1_FMjpg_UX760_.jpg,Vincent Sherman,Julius J. Epstein|Philip G. Epstein|Elizabeth von Arnim,Bette Davis|Claude Rains|Walter Abel
91488,Le Bonhomme de neige,"On Christmas Eve, a young boy builds a snowman that comes to life and takes him to the North Pole to meet Father Christmas.",Tous publics,"26m",https://m.media-amazon.com/images/M/MV5BNjZjNzI0YzgtMjdjOS00NzM1LTg3YjItMGU0NWNiN2EzOTA3XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_FMjpg_UY720_.jpg,Jimmy T. Murakami|Dianne Jackson,Raymond Briggs,David Bowie|Raymond Briggs|Mel Smith
2025,Lolita,"An English professor falls for a minor, and has to face the consequences of his actions.","12","2h 17m",https://m.media-amazon.com/images/M/MV5BYTljOGE0NDYtZGY5YS00NjAxLWJmYzAtYTk1ZDQwZDlmMGFmXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_FMjpg_UX473_.jpg,Adrian Lyne,Vladimir Nabokov|Stephen Schiff,Jeremy Irons|Dominique Swain|Melanie Griffith
